number,thumb,full
0225,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7631873--51b06063f846d07de1d05212906c46ca5010371e716c83a5ed5ad163d477eddc.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7631873--51b06063f846d07de1d05212906c46ca5010371e716c83a5ed5ad163d477eddc.jpeg/full/3500,/0/default.jpg"
0226,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7063480--be06f9112b259781b47688d5f005761b3fc4204c3d859bf2d024eb75af23c289.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7063480--be06f9112b259781b47688d5f005761b3fc4204c3d859bf2d024eb75af23c289.jpeg/full/3500,/0/default.jpg"
0227,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7063480--be06f9112b259781b47688d5f005761b3fc4204c3d859bf2d024eb75af23c289.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7063480--be06f9112b259781b47688d5f005761b3fc4204c3d859bf2d024eb75af23c289.jpeg/full/3500,/0/default.jpg"
0228,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6977505--228d54c7c83162dccb094f04e15ffe2900ebdf5e835c308bcb177830cc062c61.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6977505--228d54c7c83162dccb094f04e15ffe2900ebdf5e835c308bcb177830cc062c61.jpeg/full/3500,/0/default.jpg"
0229,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7041068--26f5b2791fa7ec8f88b6cfa8a5d8361b1972daef74d077f97cb9f8cca5b0b879.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7041068--26f5b2791fa7ec8f88b6cfa8a5d8361b1972daef74d077f97cb9f8cca5b0b879.jpeg/full/3500,/0/default.jpg"
0230,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7009073--19363b4809c5c5a9df2c2345fb6d38816df83474684fbd1145dfe802a1e91b55.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7009073--19363b4809c5c5a9df2c2345fb6d38816df83474684fbd1145dfe802a1e91b55.jpeg/full/3500,/0/default.jpg"
0231,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7009073--19363b4809c5c5a9df2c2345fb6d38816df83474684fbd1145dfe802a1e91b55.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7009073--19363b4809c5c5a9df2c2345fb6d38816df83474684fbd1145dfe802a1e91b55.jpeg/full/3500,/0/default.jpg"
0232,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7450687--8ade9d1df790f5b354604f8950c5b9eb5e826993a2f1a365fd0ef12f09197b74.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7450687--8ade9d1df790f5b354604f8950c5b9eb5e826993a2f1a365fd0ef12f09197b74.jpeg/full/3500,/0/default.jpg"
0233,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7450687--8ade9d1df790f5b354604f8950c5b9eb5e826993a2f1a365fd0ef12f09197b74.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7450687--8ade9d1df790f5b354604f8950c5b9eb5e826993a2f1a365fd0ef12f09197b74.jpeg/full/3500,/0/default.jpg"
0234,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7036989--225f387bf41917f52f76546ac4a2b971a890dc28fa9956620692696d7a017ce4.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7036989--225f387bf41917f52f76546ac4a2b971a890dc28fa9956620692696d7a017ce4.jpeg/full/3500,/0/default.jpg"
0235,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7480402--a5a81c9d0502f0b46cae58abeec9e28084bec617f19965a82f8a149f890c067f.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7480402--a5a81c9d0502f0b46cae58abeec9e28084bec617f19965a82f8a149f890c067f.jpeg/full/3500,/0/default.jpg"
0236,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6869831--5a547c4955291ac7d695de1705c76a70e1efa552e32e891457e9b0fdbd78e77c.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6869831--5a547c4955291ac7d695de1705c76a70e1efa552e32e891457e9b0fdbd78e77c.jpeg/full/3500,/0/default.jpg"
0237,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7668946--d3cd7bd0a7810f28a47154c8b869874008726b9b1b66b1685cff92426b18bf8f.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7668946--d3cd7bd0a7810f28a47154c8b869874008726b9b1b66b1685cff92426b18bf8f.jpeg/full/3500,/0/default.jpg"
0238,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7668946--d3cd7bd0a7810f28a47154c8b869874008726b9b1b66b1685cff92426b18bf8f.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7668946--d3cd7bd0a7810f28a47154c8b869874008726b9b1b66b1685cff92426b18bf8f.jpeg/full/3500,/0/default.jpg"
0239,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7668946--d3cd7bd0a7810f28a47154c8b869874008726b9b1b66b1685cff92426b18bf8f.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7668946--d3cd7bd0a7810f28a47154c8b869874008726b9b1b66b1685cff92426b18bf8f.jpeg/full/3500,/0/default.jpg"
0240,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7668946--d3cd7bd0a7810f28a47154c8b869874008726b9b1b66b1685cff92426b18bf8f.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7668946--d3cd7bd0a7810f28a47154c8b869874008726b9b1b66b1685cff92426b18bf8f.jpeg/full/3500,/0/default.jpg"
0241,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7262314--59ea6e1dd674a23bf420aa8f71c7e292044408d4975bf55d0a28dd16cd375a65.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7262314--59ea6e1dd674a23bf420aa8f71c7e292044408d4975bf55d0a28dd16cd375a65.jpeg/full/3500,/0/default.jpg"
0242,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7262314--59ea6e1dd674a23bf420aa8f71c7e292044408d4975bf55d0a28dd16cd375a65.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7262314--59ea6e1dd674a23bf420aa8f71c7e292044408d4975bf55d0a28dd16cd375a65.jpeg/full/3500,/0/default.jpg"
0243,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7262314--59ea6e1dd674a23bf420aa8f71c7e292044408d4975bf55d0a28dd16cd375a65.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7262314--59ea6e1dd674a23bf420aa8f71c7e292044408d4975bf55d0a28dd16cd375a65.jpeg/full/3500,/0/default.jpg"
0244,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7490931--c168a48affdc4ef9ef4da7d83e038fe3c6beafdbc38de722c350c8f8592779d5.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7490931--c168a48affdc4ef9ef4da7d83e038fe3c6beafdbc38de722c350c8f8592779d5.jpeg/full/3500,/0/default.jpg"
0245,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7490931--c168a48affdc4ef9ef4da7d83e038fe3c6beafdbc38de722c350c8f8592779d5.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7490931--c168a48affdc4ef9ef4da7d83e038fe3c6beafdbc38de722c350c8f8592779d5.jpeg/full/3500,/0/default.jpg"
0246,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7486627--4872c8ff975a63a3062d39d1546f4b381fa76b95c2c4fe8429eb6edc3fc7e636.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7486627--4872c8ff975a63a3062d39d1546f4b381fa76b95c2c4fe8429eb6edc3fc7e636.jpeg/full/3500,/0/default.jpg"
0247,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7486627--4872c8ff975a63a3062d39d1546f4b381fa76b95c2c4fe8429eb6edc3fc7e636.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7486627--4872c8ff975a63a3062d39d1546f4b381fa76b95c2c4fe8429eb6edc3fc7e636.jpeg/full/3500,/0/default.jpg"
0248,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7814189--c6d087b59b738cbe61db58078020dd4b9abeee85cbdfbe531dab9113762437de.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7814189--c6d087b59b738cbe61db58078020dd4b9abeee85cbdfbe531dab9113762437de.jpeg/full/3500,/0/default.jpg"
0249,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7814189--c6d087b59b738cbe61db58078020dd4b9abeee85cbdfbe531dab9113762437de.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7814189--c6d087b59b738cbe61db58078020dd4b9abeee85cbdfbe531dab9113762437de.jpeg/full/3500,/0/default.jpg"
0250,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7620750--d16cde8427b3f5d6c34937cf6b2f5e2dae057b72066bfa734568e24627aeb126.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7620750--d16cde8427b3f5d6c34937cf6b2f5e2dae057b72066bfa734568e24627aeb126.jpeg/full/3500,/0/default.jpg"
0251,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7620750--d16cde8427b3f5d6c34937cf6b2f5e2dae057b72066bfa734568e24627aeb126.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7620750--d16cde8427b3f5d6c34937cf6b2f5e2dae057b72066bfa734568e24627aeb126.jpeg/full/3500,/0/default.jpg"
0252,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7620750--d16cde8427b3f5d6c34937cf6b2f5e2dae057b72066bfa734568e24627aeb126.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7620750--d16cde8427b3f5d6c34937cf6b2f5e2dae057b72066bfa734568e24627aeb126.jpeg/full/3500,/0/default.jpg"
0253,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8165214--2ef537478aa748e778f10b9b593271c99bd8c72dc1834fd9364ec58c9f97bf5f.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8165214--2ef537478aa748e778f10b9b593271c99bd8c72dc1834fd9364ec58c9f97bf5f.jpeg/full/3500,/0/default.jpg"
0254,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7028626--493dc374506cba0a304f6b226ff260499987e7e051ff2ce28cbc5d0ea93a4ef0.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7028626--493dc374506cba0a304f6b226ff260499987e7e051ff2ce28cbc5d0ea93a4ef0.jpeg/full/3500,/0/default.jpg"
0255,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7028626--493dc374506cba0a304f6b226ff260499987e7e051ff2ce28cbc5d0ea93a4ef0.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7028626--493dc374506cba0a304f6b226ff260499987e7e051ff2ce28cbc5d0ea93a4ef0.jpeg/full/3500,/0/default.jpg"
0256,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7028626--493dc374506cba0a304f6b226ff260499987e7e051ff2ce28cbc5d0ea93a4ef0.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7028626--493dc374506cba0a304f6b226ff260499987e7e051ff2ce28cbc5d0ea93a4ef0.jpeg/full/3500,/0/default.jpg"
0257,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7526489--ed60919de979ee7525d95b783dc26395dfaa4580d579dd4700a5b71df2e9d3c3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7526489--ed60919de979ee7525d95b783dc26395dfaa4580d579dd4700a5b71df2e9d3c3.jpeg/full/3500,/0/default.jpg"
0258,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7526489--ed60919de979ee7525d95b783dc26395dfaa4580d579dd4700a5b71df2e9d3c3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7526489--ed60919de979ee7525d95b783dc26395dfaa4580d579dd4700a5b71df2e9d3c3.jpeg/full/3500,/0/default.jpg"
0259,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7814189--c6d087b59b738cbe61db58078020dd4b9abeee85cbdfbe531dab9113762437de.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7814189--c6d087b59b738cbe61db58078020dd4b9abeee85cbdfbe531dab9113762437de.jpeg/full/3500,/0/default.jpg"
0260,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7259506--795635c660ebdb701e2a86a1390a6430f65b5e7dcc51bbc565399c4b04fdd896.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7259506--795635c660ebdb701e2a86a1390a6430f65b5e7dcc51bbc565399c4b04fdd896.jpeg/full/3500,/0/default.jpg"
0261,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7259506--795635c660ebdb701e2a86a1390a6430f65b5e7dcc51bbc565399c4b04fdd896.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7259506--795635c660ebdb701e2a86a1390a6430f65b5e7dcc51bbc565399c4b04fdd896.jpeg/full/3500,/0/default.jpg"
0262,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7678274--67b64b3da582c961c0c5ea65a8cbf1a2102c31a4acb8a84e7734f66125af94dc.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7678274--67b64b3da582c961c0c5ea65a8cbf1a2102c31a4acb8a84e7734f66125af94dc.jpeg/full/3500,/0/default.jpg"
0263,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7678274--67b64b3da582c961c0c5ea65a8cbf1a2102c31a4acb8a84e7734f66125af94dc.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7678274--67b64b3da582c961c0c5ea65a8cbf1a2102c31a4acb8a84e7734f66125af94dc.jpeg/full/3500,/0/default.jpg"
0264,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7292299--568757d1d543e6433c962fce8eaa275b9e8343be3ba8a8c4175f6c2addc4997f.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7292299--568757d1d543e6433c962fce8eaa275b9e8343be3ba8a8c4175f6c2addc4997f.jpeg/full/3500,/0/default.jpg"
0265,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8546616--109f41cf98049b2b2728f1b8175fc2019e2d994791426c1f201e678f8ed5303b.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8546616--109f41cf98049b2b2728f1b8175fc2019e2d994791426c1f201e678f8ed5303b.jpeg/full/3500,/0/default.jpg"
0266,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8546616--109f41cf98049b2b2728f1b8175fc2019e2d994791426c1f201e678f8ed5303b.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8546616--109f41cf98049b2b2728f1b8175fc2019e2d994791426c1f201e678f8ed5303b.jpeg/full/3500,/0/default.jpg"
0267,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8201341--1bcd64935f9df5bfefb1061118da1f81dce6fed0b67de6b68ed99fb874b5eb5c.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8201341--1bcd64935f9df5bfefb1061118da1f81dce6fed0b67de6b68ed99fb874b5eb5c.jpeg/full/3500,/0/default.jpg"
0268,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8201341--1bcd64935f9df5bfefb1061118da1f81dce6fed0b67de6b68ed99fb874b5eb5c.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8201341--1bcd64935f9df5bfefb1061118da1f81dce6fed0b67de6b68ed99fb874b5eb5c.jpeg/full/3500,/0/default.jpg"
0269,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7542940--3bbcdc11458cde109a361fe0cf962b35754d7fe828033d725d7248537e854a63.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7542940--3bbcdc11458cde109a361fe0cf962b35754d7fe828033d725d7248537e854a63.jpeg/full/3500,/0/default.jpg"
0270,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7542940--3bbcdc11458cde109a361fe0cf962b35754d7fe828033d725d7248537e854a63.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7542940--3bbcdc11458cde109a361fe0cf962b35754d7fe828033d725d7248537e854a63.jpeg/full/3500,/0/default.jpg"
0271,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7210602--675708677f101b4b447c4044e4afd6208f4b40856389c5ec1d97baef5bfeeaa4.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7210602--675708677f101b4b447c4044e4afd6208f4b40856389c5ec1d97baef5bfeeaa4.jpeg/full/3500,/0/default.jpg"
0272,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7210602--675708677f101b4b447c4044e4afd6208f4b40856389c5ec1d97baef5bfeeaa4.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7210602--675708677f101b4b447c4044e4afd6208f4b40856389c5ec1d97baef5bfeeaa4.jpeg/full/3500,/0/default.jpg"
0273,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8159689--572b6d4a0223ae69dbdba0cdbd6e62ae12c6a1f1dff7397084e9af095ee7a44c.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8159689--572b6d4a0223ae69dbdba0cdbd6e62ae12c6a1f1dff7397084e9af095ee7a44c.jpeg/full/3500,/0/default.jpg"
0274,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7502629--6b2c3905d89a3a66df10a3a473839c3fe942fa393e06de345cf826546c476692.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7502629--6b2c3905d89a3a66df10a3a473839c3fe942fa393e06de345cf826546c476692.jpeg/full/3500,/0/default.jpg"
0275,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7502629--6b2c3905d89a3a66df10a3a473839c3fe942fa393e06de345cf826546c476692.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7502629--6b2c3905d89a3a66df10a3a473839c3fe942fa393e06de345cf826546c476692.jpeg/full/3500,/0/default.jpg"
0276,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7440021--2089275e67d8f776080c02030aa808286b27bce08c228ced73505bccec463b94.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7440021--2089275e67d8f776080c02030aa808286b27bce08c228ced73505bccec463b94.jpeg/full/3500,/0/default.jpg"
0277,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7440021--2089275e67d8f776080c02030aa808286b27bce08c228ced73505bccec463b94.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7440021--2089275e67d8f776080c02030aa808286b27bce08c228ced73505bccec463b94.jpeg/full/3500,/0/default.jpg"
0278,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7957767--49da9fb607b37f5d19080b5c2a9662c1430190db271f573bb69a19745b3a918c.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7957767--49da9fb607b37f5d19080b5c2a9662c1430190db271f573bb69a19745b3a918c.jpeg/full/3500,/0/default.jpg"
0279,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7957767--49da9fb607b37f5d19080b5c2a9662c1430190db271f573bb69a19745b3a918c.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7957767--49da9fb607b37f5d19080b5c2a9662c1430190db271f573bb69a19745b3a918c.jpeg/full/3500,/0/default.jpg"
0280,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8165451--c03a4eb2c37a886fd18e59c4bb6a5583a7b6204a53cf9ebab5d232c946b4c39d.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8165451--c03a4eb2c37a886fd18e59c4bb6a5583a7b6204a53cf9ebab5d232c946b4c39d.jpeg/full/3500,/0/default.jpg"
0281,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8165451--c03a4eb2c37a886fd18e59c4bb6a5583a7b6204a53cf9ebab5d232c946b4c39d.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8165451--c03a4eb2c37a886fd18e59c4bb6a5583a7b6204a53cf9ebab5d232c946b4c39d.jpeg/full/3500,/0/default.jpg"
0282,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8599574--9f1c48c60aa876c5e2305e0386247ee52a48bf5903bb8ae95fd5ce28166190d3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8599574--9f1c48c60aa876c5e2305e0386247ee52a48bf5903bb8ae95fd5ce28166190d3.jpeg/full/3500,/0/default.jpg"
0283,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8599574--9f1c48c60aa876c5e2305e0386247ee52a48bf5903bb8ae95fd5ce28166190d3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8599574--9f1c48c60aa876c5e2305e0386247ee52a48bf5903bb8ae95fd5ce28166190d3.jpeg/full/3500,/0/default.jpg"
0284,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7555185--e09308f6163d2e4d30c6509b1ae225993f170e5c172fb7d264e216151263898e.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7555185--e09308f6163d2e4d30c6509b1ae225993f170e5c172fb7d264e216151263898e.jpeg/full/3500,/0/default.jpg"
0285,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7555185--e09308f6163d2e4d30c6509b1ae225993f170e5c172fb7d264e216151263898e.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7555185--e09308f6163d2e4d30c6509b1ae225993f170e5c172fb7d264e216151263898e.jpeg/full/3500,/0/default.jpg"
