number,thumb,full
0001,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8104448--38ae72714a0fff50a1da540d41e4c31e7897ef643e0edf24ca48ddc768f97cac.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8104448--38ae72714a0fff50a1da540d41e4c31e7897ef643e0edf24ca48ddc768f97cac.jpeg/full/3500,/0/default.jpg"
0002,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s5598632--3fd1fc4850274ef8197acea3a42c5cfb713e43f729c121240a8783d672679d85.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s5598632--3fd1fc4850274ef8197acea3a42c5cfb713e43f729c121240a8783d672679d85.jpeg/full/3500,/0/default.jpg"
0003,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7803854--4785b5febf53223bfb3fc0dbcc986fe9de64c29c9326650456ad62ca15d42872.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7803854--4785b5febf53223bfb3fc0dbcc986fe9de64c29c9326650456ad62ca15d42872.jpeg/full/3500,/0/default.jpg"
0004,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7704118--275af510eb60cb273d25964754a34cbc1dbae2fa3ffbe438a8f63a544952fffe.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7704118--275af510eb60cb273d25964754a34cbc1dbae2fa3ffbe438a8f63a544952fffe.jpeg/full/3500,/0/default.jpg"
0005,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7260882--1c988c3af2f168fd19732c3b32160eef0485234e4d2658ed90aeb2c627e98980.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7260882--1c988c3af2f168fd19732c3b32160eef0485234e4d2658ed90aeb2c627e98980.jpeg/full/3500,/0/default.jpg"
0006,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7868049--2c0f936e89d1e50fd5a6b4fdcae2400c5a7a4479a8b61015faf98db14256c60d.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7868049--2c0f936e89d1e50fd5a6b4fdcae2400c5a7a4479a8b61015faf98db14256c60d.jpeg/full/3500,/0/default.jpg"
0007,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9860657--350dc41e0decb277b2e843e9e1a6db2e37bbef8babf39d5b38f51a90d7b38b59.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9860657--350dc41e0decb277b2e843e9e1a6db2e37bbef8babf39d5b38f51a90d7b38b59.jpeg/full/3500,/0/default.jpg"
0008,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8154842--3c7b7d60914f958a503f88146acf2fe5e53773b7023e0cd246f0be7f2ecf1e36.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8154842--3c7b7d60914f958a503f88146acf2fe5e53773b7023e0cd246f0be7f2ecf1e36.jpeg/full/3500,/0/default.jpg"
0009,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7910149--9d7596bb0ef6a27eb627c9157a26aa42ba6f73f6a0c39797699e8c26251efe96.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7910149--9d7596bb0ef6a27eb627c9157a26aa42ba6f73f6a0c39797699e8c26251efe96.jpeg/full/3500,/0/default.jpg"
0010,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7910149--9d7596bb0ef6a27eb627c9157a26aa42ba6f73f6a0c39797699e8c26251efe96.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7910149--9d7596bb0ef6a27eb627c9157a26aa42ba6f73f6a0c39797699e8c26251efe96.jpeg/full/3500,/0/default.jpg"
0011,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8732459--175c1d60e4b5907aeee7e664e5957e14ecb7a6f151bda045d13a71325065d164.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8732459--175c1d60e4b5907aeee7e664e5957e14ecb7a6f151bda045d13a71325065d164.jpeg/full/3500,/0/default.jpg"
0012,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8377723--11c54698a91704f9212655a7beb6c4a857598a2e95afda222815fca48bddb5ca.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8377723--11c54698a91704f9212655a7beb6c4a857598a2e95afda222815fca48bddb5ca.jpeg/full/3500,/0/default.jpg"
0013,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8086156--8e4c4b489b73ce78994965f216ca59ce1aff82e3c698d011f77caadf096a9fb7.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8086156--8e4c4b489b73ce78994965f216ca59ce1aff82e3c698d011f77caadf096a9fb7.jpeg/full/3500,/0/default.jpg"
0014,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8047746--288285d198cce0467800fef9234c7f7f3fcce19bd504c997eaaed6a64ad4667b.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8047746--288285d198cce0467800fef9234c7f7f3fcce19bd504c997eaaed6a64ad4667b.jpeg/full/3500,/0/default.jpg"
0015,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7867310--450a22755f4c26f89c656083dcfd49b5eb901794279eeded29c4ad618a47f59c.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7867310--450a22755f4c26f89c656083dcfd49b5eb901794279eeded29c4ad618a47f59c.jpeg/full/3500,/0/default.jpg"
0016,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8323131--77039dd36b0bb1f52023aaa38136c6d2f3528ff067f54c176c21396113e223f6.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8323131--77039dd36b0bb1f52023aaa38136c6d2f3528ff067f54c176c21396113e223f6.jpeg/full/3500,/0/default.jpg"
0017,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s5440456--2164431ca3b0fd89be5cb44f14ab85524d615479c06f1a9bfe4b2f0debcc7310.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s5440456--2164431ca3b0fd89be5cb44f14ab85524d615479c06f1a9bfe4b2f0debcc7310.jpeg/full/3500,/0/default.jpg"
0018,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8510312--7985802fade2c63e61cb9ecdeccdad32b46899115a09d76c47863d729af4d0eb.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8510312--7985802fade2c63e61cb9ecdeccdad32b46899115a09d76c47863d729af4d0eb.jpeg/full/3500,/0/default.jpg"
0019,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8510312--7985802fade2c63e61cb9ecdeccdad32b46899115a09d76c47863d729af4d0eb.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8510312--7985802fade2c63e61cb9ecdeccdad32b46899115a09d76c47863d729af4d0eb.jpeg/full/3500,/0/default.jpg"
0020,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7358634--cdd0d2afb6f8a386e7f465340b5fbe0656a950096be6f9099f69cc4907b76610.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7358634--cdd0d2afb6f8a386e7f465340b5fbe0656a950096be6f9099f69cc4907b76610.jpeg/full/3500,/0/default.jpg"
0021,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7987289--cf043652ac4819faa56921bcbc169e28d5fbcf27fe942ec7fce08c2d91bdce23.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7987289--cf043652ac4819faa56921bcbc169e28d5fbcf27fe942ec7fce08c2d91bdce23.jpeg/full/3500,/0/default.jpg"
0022,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7582173--9e459ed27db40d45882f3bfc4f3d5b3a39aa8c3cf03936ad6118d342d502d097.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7582173--9e459ed27db40d45882f3bfc4f3d5b3a39aa8c3cf03936ad6118d342d502d097.jpeg/full/3500,/0/default.jpg"
0023,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8846988--8eb2774703d90e6eb2db2621b4e3e14a77ed446f2f7674b4b0565df56e91c821.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8846988--8eb2774703d90e6eb2db2621b4e3e14a77ed446f2f7674b4b0565df56e91c821.jpeg/full/3500,/0/default.jpg"
0024,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8846988--8eb2774703d90e6eb2db2621b4e3e14a77ed446f2f7674b4b0565df56e91c821.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8846988--8eb2774703d90e6eb2db2621b4e3e14a77ed446f2f7674b4b0565df56e91c821.jpeg/full/3500,/0/default.jpg"
0025,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8846988--8eb2774703d90e6eb2db2621b4e3e14a77ed446f2f7674b4b0565df56e91c821.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8846988--8eb2774703d90e6eb2db2621b4e3e14a77ed446f2f7674b4b0565df56e91c821.jpeg/full/3500,/0/default.jpg"
0026,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9177013--f9ae1b897b85a4fa7b27210d3c7dc06f94b92fa299e74ebd2640e1ab7188221b.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9177013--f9ae1b897b85a4fa7b27210d3c7dc06f94b92fa299e74ebd2640e1ab7188221b.jpeg/full/3500,/0/default.jpg"
0027,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9177013--f9ae1b897b85a4fa7b27210d3c7dc06f94b92fa299e74ebd2640e1ab7188221b.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9177013--f9ae1b897b85a4fa7b27210d3c7dc06f94b92fa299e74ebd2640e1ab7188221b.jpeg/full/3500,/0/default.jpg"
0028,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9177013--f9ae1b897b85a4fa7b27210d3c7dc06f94b92fa299e74ebd2640e1ab7188221b.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s9177013--f9ae1b897b85a4fa7b27210d3c7dc06f94b92fa299e74ebd2640e1ab7188221b.jpeg/full/3500,/0/default.jpg"
0029,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8952129--2e4a849f61c47141950a83b8f51f756a21b2d5d33a13fdd21b9271d46124b7a6.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8952129--2e4a849f61c47141950a83b8f51f756a21b2d5d33a13fdd21b9271d46124b7a6.jpeg/full/3500,/0/default.jpg"
0030,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8952129--2e4a849f61c47141950a83b8f51f756a21b2d5d33a13fdd21b9271d46124b7a6.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8952129--2e4a849f61c47141950a83b8f51f756a21b2d5d33a13fdd21b9271d46124b7a6.jpeg/full/3500,/0/default.jpg"
0031,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7882527--8028200cc15325cfee3a9f22fe91325580b6e20ed4d26f3fd590eddbc42a0ca7.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7882527--8028200cc15325cfee3a9f22fe91325580b6e20ed4d26f3fd590eddbc42a0ca7.jpeg/full/3500,/0/default.jpg"
0032,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7893723--ab49aab2d80688da7aa6ff08931fbd3962cfe5287def670795b366b08e0b38b5.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7893723--ab49aab2d80688da7aa6ff08931fbd3962cfe5287def670795b366b08e0b38b5.jpeg/full/3500,/0/default.jpg"
0033,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7344715--c46c6fd8ac8a19e4a8072a030376d421d56556f65b00e164a1328e4ea9c9e2f4.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7344715--c46c6fd8ac8a19e4a8072a030376d421d56556f65b00e164a1328e4ea9c9e2f4.jpeg/full/3500,/0/default.jpg"
0034,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7587849--7467bbdda14667d9774e240695db7a213f433bf5e707e24342cccb37f9c281e7.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7587849--7467bbdda14667d9774e240695db7a213f433bf5e707e24342cccb37f9c281e7.jpeg/full/3500,/0/default.jpg"
0035,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6799073--f137c54f64b212ca4053b821a3eda3ce1d9533a83279539ffca98dc216641260.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6799073--f137c54f64b212ca4053b821a3eda3ce1d9533a83279539ffca98dc216641260.jpeg/full/3500,/0/default.jpg"
0036,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7350901--da281065782474f00ba48b4f178e68a3ee8bc4f640deaf5e7725b445689f127d.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7350901--da281065782474f00ba48b4f178e68a3ee8bc4f640deaf5e7725b445689f127d.jpeg/full/3500,/0/default.jpg"
0037,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7566988--a68f55760fbcd40961657d4fde547b3dae8fdfacca6f46aaaf4896cb93216284.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7566988--a68f55760fbcd40961657d4fde547b3dae8fdfacca6f46aaaf4896cb93216284.jpeg/full/3500,/0/default.jpg"
0038,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8502758--fe721cd145bf356071aa3fae019b2117c6aa91808fd59cad0c750230e2714dcb.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8502758--fe721cd145bf356071aa3fae019b2117c6aa91808fd59cad0c750230e2714dcb.jpeg/full/3500,/0/default.jpg"
0039,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8502758--fe721cd145bf356071aa3fae019b2117c6aa91808fd59cad0c750230e2714dcb.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8502758--fe721cd145bf356071aa3fae019b2117c6aa91808fd59cad0c750230e2714dcb.jpeg/full/3500,/0/default.jpg"
0040,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7353850--0247b9482c2b61501bfda368f210ad352115a3c97d0e3113a4bbee4e2863e44d.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7353850--0247b9482c2b61501bfda368f210ad352115a3c97d0e3113a4bbee4e2863e44d.jpeg/full/3500,/0/default.jpg"
0041,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8060358--669b6fb0a7a7c74eaeebe8044e67a316e98be5d13bdd984a2844447caff448ab.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8060358--669b6fb0a7a7c74eaeebe8044e67a316e98be5d13bdd984a2844447caff448ab.jpeg/full/3500,/0/default.jpg"
0042,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8609043--06cd92f07184dd77cbd755d84d9b25b5bd843f4183a1d251ac1197b609a271b3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8609043--06cd92f07184dd77cbd755d84d9b25b5bd843f4183a1d251ac1197b609a271b3.jpeg/full/3500,/0/default.jpg"
0043,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8609043--06cd92f07184dd77cbd755d84d9b25b5bd843f4183a1d251ac1197b609a271b3.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8609043--06cd92f07184dd77cbd755d84d9b25b5bd843f4183a1d251ac1197b609a271b3.jpeg/full/3500,/0/default.jpg"
0044,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7438406--f0eb3ba4de1c6916c3296c9a2d3a6fa13783092b500a8104bed21ec96c7749ff.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7438406--f0eb3ba4de1c6916c3296c9a2d3a6fa13783092b500a8104bed21ec96c7749ff.jpeg/full/3500,/0/default.jpg"
0045,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8180730--8cc5136eb3367b5107315a6c258ab3d4e61286ab1025a9b0816d82bef01f1436.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8180730--8cc5136eb3367b5107315a6c258ab3d4e61286ab1025a9b0816d82bef01f1436.jpeg/full/3500,/0/default.jpg"
0046,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8180730--8cc5136eb3367b5107315a6c258ab3d4e61286ab1025a9b0816d82bef01f1436.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8180730--8cc5136eb3367b5107315a6c258ab3d4e61286ab1025a9b0816d82bef01f1436.jpeg/full/3500,/0/default.jpg"
0047,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7364422--26541167c7c22ccbd5c3d1c92e0060a05aebe54e415f62396aab9ef876497886.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7364422--26541167c7c22ccbd5c3d1c92e0060a05aebe54e415f62396aab9ef876497886.jpeg/full/3500,/0/default.jpg"
0048,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7364422--26541167c7c22ccbd5c3d1c92e0060a05aebe54e415f62396aab9ef876497886.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7364422--26541167c7c22ccbd5c3d1c92e0060a05aebe54e415f62396aab9ef876497886.jpeg/full/3500,/0/default.jpg"
0049,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8379072--79c1e434877c1b84b864d6106c04d3c4f5eb50171cef1e7da53c7fa8af73eafe.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8379072--79c1e434877c1b84b864d6106c04d3c4f5eb50171cef1e7da53c7fa8af73eafe.jpeg/full/3500,/0/default.jpg"
0050,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8379072--79c1e434877c1b84b864d6106c04d3c4f5eb50171cef1e7da53c7fa8af73eafe.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8379072--79c1e434877c1b84b864d6106c04d3c4f5eb50171cef1e7da53c7fa8af73eafe.jpeg/full/3500,/0/default.jpg"
0051,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7726715--629e4415138daf458a01a8ae63bc79c3cf0b4fd8fb5241230ff6552221593e59.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7726715--629e4415138daf458a01a8ae63bc79c3cf0b4fd8fb5241230ff6552221593e59.jpeg/full/3500,/0/default.jpg"
0052,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7726715--629e4415138daf458a01a8ae63bc79c3cf0b4fd8fb5241230ff6552221593e59.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7726715--629e4415138daf458a01a8ae63bc79c3cf0b4fd8fb5241230ff6552221593e59.jpeg/full/3500,/0/default.jpg"
0053,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7520773--8b4738a349fe2a7569a641055bcf2a45d0f79b8e9298ca9deede70cb93e3426f.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7520773--8b4738a349fe2a7569a641055bcf2a45d0f79b8e9298ca9deede70cb93e3426f.jpeg/full/3500,/0/default.jpg"
0054,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8104151--f3db4e5c9dc5993b0c6fb361044db56b4eb74823ead9845cc9d75e668ea7582e.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8104151--f3db4e5c9dc5993b0c6fb361044db56b4eb74823ead9845cc9d75e668ea7582e.jpeg/full/3500,/0/default.jpg"
0055,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7729624--0b46f0afb715d5ade9274208f6eb5d60beb08c641a71654272ca6d59614ab2a1.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7729624--0b46f0afb715d5ade9274208f6eb5d60beb08c641a71654272ca6d59614ab2a1.jpeg/full/3500,/0/default.jpg"
0056,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8878900--d075d09c4d5162d9aeb9b5d3d412a7ee5d2e4acd9ba36668d53302401afbad74.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8878900--d075d09c4d5162d9aeb9b5d3d412a7ee5d2e4acd9ba36668d53302401afbad74.jpeg/full/3500,/0/default.jpg"
0057,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8878900--d075d09c4d5162d9aeb9b5d3d412a7ee5d2e4acd9ba36668d53302401afbad74.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8878900--d075d09c4d5162d9aeb9b5d3d412a7ee5d2e4acd9ba36668d53302401afbad74.jpeg/full/3500,/0/default.jpg"
0058,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7560939--360c368882fa7f336679644393a4350a66bf7a17416dbe65fc53c5efea48dccf.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7560939--360c368882fa7f336679644393a4350a66bf7a17416dbe65fc53c5efea48dccf.jpeg/full/3500,/0/default.jpg"
0059,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7560939--360c368882fa7f336679644393a4350a66bf7a17416dbe65fc53c5efea48dccf.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7560939--360c368882fa7f336679644393a4350a66bf7a17416dbe65fc53c5efea48dccf.jpeg/full/3500,/0/default.jpg"
0060,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7413774--8996414b0808c5cc36d1144983769d8dafc051bd2973d81cce289a6592630caa.jpeg/full/!200,200/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7413774--8996414b0808c5cc36d1144983769d8dafc051bd2973d81cce289a6592630caa.jpeg/full/3500,/0/default.jpg"
